group	label
1793	Adjusted AIC penalty = 1.4214
1794	Adjusted AIC penalty = 1.4214
1795	Adjusted AIC penalty = 1.4214
1796	Adjusted AIC penalty = 1.4214
1797	Adjusted AIC penalty = 1.4214
1798	Adjusted AIC penalty = 1.4214
1799	Adjusted AIC penalty = 1.4214
1800	Adjusted AIC penalty = 1.4214
1801	Adjusted AIC penalty = 1.4214
1802	Adjusted AIC penalty = 1.4214
1803	Adjusted AIC penalty = 1.4214
1804	Adjusted AIC penalty = 1.4214
1805	Adjusted AIC penalty = 1.4214
1806	Adjusted AIC penalty = 1.4214
1807	Adjusted AIC penalty = 1.4214
1808	Adjusted AIC penalty = 1.4214
1809	Adjusted AIC penalty = 1.4214
1810	Adjusted AIC penalty = 1.4214
1811	Adjusted AIC penalty = 1.4214
1812	Adjusted AIC penalty = 1.4214
1813	Adjusted AIC penalty = 1.4214
1814	Adjusted AIC penalty = 1.4214
1815	Adjusted AIC penalty = 1.4214
1816	Adjusted AIC penalty = 1.4214
1817	Adjusted AIC penalty = 1.4214
1818	Adjusted AIC penalty = 1.4214
1819	Adjusted AIC penalty = 1.4214
1820	Adjusted AIC penalty = 1.4214
1821	Adjusted AIC penalty = 1.4214
1822	Adjusted AIC penalty = 1.4214
1823	Adjusted AIC penalty = 1.4214
1824	Adjusted AIC penalty = 1.4214
1825	Adjusted AIC penalty = 1.4214
1826	Adjusted AIC penalty = 1.4214
1827	Adjusted AIC penalty = 1.4214
1828	Adjusted AIC penalty = 1.4214
1829	Adjusted AIC penalty = 1.4214
1830	Adjusted AIC penalty = 1.4214
1831	Adjusted AIC penalty = 1.4214
1832	Adjusted AIC penalty = 1.4214
1833	Adjusted AIC penalty = 1.4214
1834	Adjusted AIC penalty = 1.4214
1835	Adjusted AIC penalty = 1.4214
1836	Adjusted AIC penalty = 1.4214
1837	Adjusted AIC penalty = 1.4214
1838	Adjusted AIC penalty = 1.4214
1839	Adjusted AIC penalty = 1.4214
1840	Adjusted AIC penalty = 1.4214
1841	Adjusted AIC penalty = 1.4214
1842	Adjusted AIC penalty = 1.4214
1843	Adjusted AIC penalty = 1.4214
1844	Adjusted AIC penalty = 1.4214
1845	Adjusted AIC penalty = 1.4214
1846	Adjusted AIC penalty = 1.4214
1847	Adjusted AIC penalty = 1.4214
1848	Adjusted AIC penalty = 1.4214
1849	Adjusted AIC penalty = 1.4214
1850	Adjusted AIC penalty = 1.4214
1851	Adjusted AIC penalty = 1.4214
1852	Adjusted AIC penalty = 1.4214
1853	Adjusted AIC penalty = 1.4214
1854	Adjusted AIC penalty = 1.4214
1855	Adjusted AIC penalty = 1.4214
1856	Adjusted AIC penalty = 1.4214
1857	Adjusted AIC penalty = 1.4214
1858	Adjusted AIC penalty = 1.4214
1859	Adjusted AIC penalty = 1.4214
1860	Adjusted AIC penalty = 1.4214
1861	Adjusted AIC penalty = 1.4214
1862	Adjusted AIC penalty = 1.4214
1863	Adjusted AIC penalty = 1.4214
1864	Adjusted AIC penalty = 1.4214
1865	Adjusted AIC penalty = 1.4214
1866	Adjusted AIC penalty = 1.4214
1867	Adjusted AIC penalty = 1.4214
1868	Adjusted AIC penalty = 1.4214
1869	Adjusted AIC penalty = 1.4214
1870	Adjusted AIC penalty = 1.4214
1871	Adjusted AIC penalty = 1.4214
1872	Adjusted AIC penalty = 1.4214
1873	Adjusted AIC penalty = 1.4214
1874	Adjusted AIC penalty = 1.4214
1875	Adjusted AIC penalty = 1.4214
1876	Adjusted AIC penalty = 1.4214
1877	Adjusted AIC penalty = 1.4214
1878	Adjusted AIC penalty = 1.4214
1879	Adjusted AIC penalty = 1.4214
1880	Adjusted AIC penalty = 1.4214
1881	Adjusted AIC penalty = 1.4214
1882	Adjusted AIC penalty = 1.4214
1883	Adjusted AIC penalty = 1.4214
1884	Adjusted AIC penalty = 1.4214
1885	Adjusted AIC penalty = 1.4214
1886	Adjusted AIC penalty = 1.4214
1887	Adjusted AIC penalty = 1.4214
1888	Adjusted AIC penalty = 1.4214
1889	Adjusted AIC penalty = 1.4214
1890	Adjusted AIC penalty = 1.4214
1891	Adjusted AIC penalty = 1.4214
1892	Adjusted AIC penalty = 1.4214
1893	Adjusted AIC penalty = 1.4214
1894	Adjusted AIC penalty = 1.4214
1895	Adjusted AIC penalty = 1.4214
1896	Adjusted AIC penalty = 1.4214
1897	Adjusted AIC penalty = 1.4214
1898	Adjusted AIC penalty = 1.4214
1899	Adjusted AIC penalty = 1.4214
1900	Adjusted AIC penalty = 1.4214
1901	Adjusted AIC penalty = 1.4214
1902	Adjusted AIC penalty = 1.4214
1903	Adjusted AIC penalty = 1.4214
1904	Adjusted AIC penalty = 1.4214
1905	Adjusted AIC penalty = 1.4214
1906	Adjusted AIC penalty = 1.4214
1907	Adjusted AIC penalty = 1.4214
1908	Adjusted AIC penalty = 1.4214
1909	Adjusted AIC penalty = 1.4214
1910	Adjusted AIC penalty = 1.4214
1911	Adjusted AIC penalty = 1.4214
1912	Adjusted AIC penalty = 1.4214
1913	Adjusted AIC penalty = 1.4214
1914	Adjusted AIC penalty = 1.4214
1915	Adjusted AIC penalty = 1.4214
1916	Adjusted AIC penalty = 1.4214
1917	Adjusted AIC penalty = 1.4214
1918	Adjusted AIC penalty = 1.4214
1919	Adjusted AIC penalty = 1.4214
1920	Adjusted AIC penalty = 1.4214
1921	Adjusted AIC penalty = 1.4214
1922	Adjusted AIC penalty = 1.4214
1923	Adjusted AIC penalty = 1.4214
1924	Adjusted AIC penalty = 1.4214
1925	Adjusted AIC penalty = 1.4214
1926	Adjusted AIC penalty = 1.4214
1927	Adjusted AIC penalty = 1.4214
1928	Adjusted AIC penalty = 1.4214
1929	Adjusted AIC penalty = 1.4214
1930	Adjusted AIC penalty = 1.4214
1931	Adjusted AIC penalty = 1.4214
1932	Adjusted AIC penalty = 1.4214
1933	Adjusted AIC penalty = 1.4214
1934	Adjusted AIC penalty = 1.4214
1935	Adjusted AIC penalty = 1.4214
1936	Adjusted AIC penalty = 1.4214
1937	Adjusted AIC penalty = 1.4214
1938	Adjusted AIC penalty = 1.4214
1939	Adjusted AIC penalty = 1.4214
1940	Adjusted AIC penalty = 1.4214
1941	Adjusted AIC penalty = 1.4214
1942	Adjusted AIC penalty = 1.4214
1943	Adjusted AIC penalty = 1.4214
1944	Adjusted AIC penalty = 1.4214
1945	Adjusted AIC penalty = 1.4214
1946	Adjusted AIC penalty = 1.4214
1947	Adjusted AIC penalty = 1.4214
1948	Adjusted AIC penalty = 1.4214
1949	Adjusted AIC penalty = 1.4214
1950	Adjusted AIC penalty = 1.4214
1951	Adjusted AIC penalty = 1.4214
1952	Adjusted AIC penalty = 1.4214
1953	Adjusted AIC penalty = 1.4214
1954	Adjusted AIC penalty = 1.4214
1955	Adjusted AIC penalty = 1.4214
1956	Adjusted AIC penalty = 1.4214
1957	Adjusted AIC penalty = 1.4214
1958	Adjusted AIC penalty = 1.4214
1959	Adjusted AIC penalty = 1.4214
1960	Adjusted AIC penalty = 1.4214
1961	Adjusted AIC penalty = 1.4214
1962	Adjusted AIC penalty = 1.4214
1963	Adjusted AIC penalty = 1.4214
1964	Adjusted AIC penalty = 1.4214
1965	Adjusted AIC penalty = 1.4214
1966	Adjusted AIC penalty = 1.4214
1967	Adjusted AIC penalty = 1.4214
1968	Adjusted AIC penalty = 1.4214
1969	Adjusted AIC penalty = 1.4214
1970	Adjusted AIC penalty = 1.4214
1971	Adjusted AIC penalty = 1.4214
1972	Adjusted AIC penalty = 1.4214
1973	Adjusted AIC penalty = 1.4214
1974	Adjusted AIC penalty = 1.4214
1975	Adjusted AIC penalty = 1.4214
1976	Adjusted AIC penalty = 1.4214
1977	Adjusted AIC penalty = 1.4214
1978	Adjusted AIC penalty = 1.4214
1979	Adjusted AIC penalty = 1.4214
1980	Adjusted AIC penalty = 1.4214
1981	Adjusted AIC penalty = 1.4214
1982	Adjusted AIC penalty = 1.4214
1983	Adjusted AIC penalty = 1.4214
1984	Adjusted AIC penalty = 1.4214
1985	Adjusted AIC penalty = 1.4214
1986	Adjusted AIC penalty = 1.4214
1987	Adjusted AIC penalty = 1.4214
1988	Adjusted AIC penalty = 1.4214
1989	Adjusted AIC penalty = 1.4214
1990	Adjusted AIC penalty = 1.4214
1991	Adjusted AIC penalty = 1.4214
1992	Adjusted AIC penalty = 1.4214
1993	Adjusted AIC penalty = 1.4214
1994	Adjusted AIC penalty = 1.4214
1995	Adjusted AIC penalty = 1.4214
1996	Adjusted AIC penalty = 1.4214
1997	Adjusted AIC penalty = 1.4214
1998	Adjusted AIC penalty = 1.4214
1999	Adjusted AIC penalty = 1.4214
2000	Adjusted AIC penalty = 1.4214
2001	Adjusted AIC penalty = 1.4214
2002	Adjusted AIC penalty = 1.4214
2003	Adjusted AIC penalty = 1.4214
2004	Adjusted AIC penalty = 1.4214
2005	Adjusted AIC penalty = 1.4214
2006	Adjusted AIC penalty = 1.4214
2007	Adjusted AIC penalty = 1.4214
2008	Adjusted AIC penalty = 1.4214
2009	Adjusted AIC penalty = 1.4214
2010	Adjusted AIC penalty = 1.4214
2011	Adjusted AIC penalty = 1.4214
2012	Adjusted AIC penalty = 1.4214
2013	Adjusted AIC penalty = 1.4214
2014	Adjusted AIC penalty = 1.4214
2015	Adjusted AIC penalty = 1.4214
2016	Adjusted AIC penalty = 1.4214
2017	Adjusted AIC penalty = 1.4214
2018	Adjusted AIC penalty = 1.4214
2019	Adjusted AIC penalty = 1.4214
2020	Adjusted AIC penalty = 1.4214
2021	Adjusted AIC penalty = 1.4214
2022	Adjusted AIC penalty = 1.4214
2023	Adjusted AIC penalty = 1.4214
2024	Adjusted AIC penalty = 1.4214
2025	Adjusted AIC penalty = 1.4214
2026	Adjusted AIC penalty = 1.4214
2027	Adjusted AIC penalty = 1.4214
2028	Adjusted AIC penalty = 1.4214
2029	Adjusted AIC penalty = 1.4214
2030	Adjusted AIC penalty = 1.4214
2031	Adjusted AIC penalty = 1.4214
2032	Adjusted AIC penalty = 1.4214
2033	Adjusted AIC penalty = 1.4214
2034	Adjusted AIC penalty = 1.4214
2035	Adjusted AIC penalty = 1.4214
2036	Adjusted AIC penalty = 1.4214
2037	Adjusted AIC penalty = 1.4214
2038	Adjusted AIC penalty = 1.4214
2039	Adjusted AIC penalty = 1.4214
2040	Adjusted AIC penalty = 1.4214
2041	Adjusted AIC penalty = 1.4214
2042	Adjusted AIC penalty = 1.4214
2043	Adjusted AIC penalty = 1.4214
2044	Adjusted AIC penalty = 1.4214
2045	Adjusted AIC penalty = 1.4214
2046	Adjusted AIC penalty = 1.4214
2047	Adjusted AIC penalty = 1.4214
2048	Adjusted AIC penalty = 1.4214
2049	Adjusted AIC penalty = 1.4214
2050	Adjusted AIC penalty = 1.4214
2051	Adjusted AIC penalty = 1.4214
2052	Adjusted AIC penalty = 1.4214
2053	Adjusted AIC penalty = 1.4214
2054	Adjusted AIC penalty = 1.4214
2055	Adjusted AIC penalty = 1.4214
2056	Adjusted AIC penalty = 1.4214
2057	Adjusted AIC penalty = 1.4214
2058	Adjusted AIC penalty = 1.4214
2059	Adjusted AIC penalty = 1.4214
2060	Adjusted AIC penalty = 1.4214
2061	Adjusted AIC penalty = 1.4214
2062	Adjusted AIC penalty = 1.4214
2063	Adjusted AIC penalty = 1.4214
2064	Adjusted AIC penalty = 1.4214
2065	Adjusted AIC penalty = 1.4214
2066	Adjusted AIC penalty = 1.4214
2067	Adjusted AIC penalty = 1.4214
2068	Adjusted AIC penalty = 1.4214
2069	Adjusted AIC penalty = 1.4214
2070	Adjusted AIC penalty = 1.4214
2071	Adjusted AIC penalty = 1.4214
2072	Adjusted AIC penalty = 1.4214
2073	Adjusted AIC penalty = 1.4214
2074	Adjusted AIC penalty = 1.4214
2075	Adjusted AIC penalty = 1.4214
2076	Adjusted AIC penalty = 1.4214
2077	Adjusted AIC penalty = 1.4214
2078	Adjusted AIC penalty = 1.4214
2079	Adjusted AIC penalty = 1.4214
2080	Adjusted AIC penalty = 1.4214
2081	Adjusted AIC penalty = 1.4214
2082	Adjusted AIC penalty = 1.4214
2083	Adjusted AIC penalty = 1.4214
2084	Adjusted AIC penalty = 1.4214
2085	Adjusted AIC penalty = 1.4214
2086	Adjusted AIC penalty = 1.4214
2087	Adjusted AIC penalty = 1.4214
2088	Adjusted AIC penalty = 1.4214
2089	Adjusted AIC penalty = 1.4214
2090	Adjusted AIC penalty = 1.4214
2091	Adjusted AIC penalty = 1.4214
2092	Adjusted AIC penalty = 1.4214
2093	Adjusted AIC penalty = 1.4214
2094	Adjusted AIC penalty = 1.4214
2095	Adjusted AIC penalty = 1.4214
2096	Adjusted AIC penalty = 1.4214
2097	Adjusted AIC penalty = 1.4214
2098	Adjusted AIC penalty = 1.4214
2099	Adjusted AIC penalty = 1.4214
2100	Adjusted AIC penalty = 1.4214
2101	Adjusted AIC penalty = 1.4214
2102	Adjusted AIC penalty = 1.4214
2103	Adjusted AIC penalty = 1.4214
2104	Adjusted AIC penalty = 1.4214
2105	Adjusted AIC penalty = 1.4214
2106	Adjusted AIC penalty = 1.4214
2107	Adjusted AIC penalty = 1.4214
2108	Adjusted AIC penalty = 1.4214
2109	Adjusted AIC penalty = 1.4214
2110	Adjusted AIC penalty = 1.4214
2111	Adjusted AIC penalty = 1.4214
2112	Adjusted AIC penalty = 1.4214
2113	Adjusted AIC penalty = 1.4214
2114	Adjusted AIC penalty = 1.4214
2115	Adjusted AIC penalty = 1.4214
2116	Adjusted AIC penalty = 1.4214
2117	Adjusted AIC penalty = 1.4214
2118	Adjusted AIC penalty = 1.4214
2119	Adjusted AIC penalty = 1.4214
2120	Adjusted AIC penalty = 1.4214
2121	Adjusted AIC penalty = 1.4214
2122	Adjusted AIC penalty = 1.4214
2123	Adjusted AIC penalty = 1.4214
2124	Adjusted AIC penalty = 1.4214
2125	Adjusted AIC penalty = 1.4214
2126	Adjusted AIC penalty = 1.4214
2127	Adjusted AIC penalty = 1.4214
2128	Adjusted AIC penalty = 1.4214
2129	Adjusted AIC penalty = 1.4214
2130	Adjusted AIC penalty = 1.4214
2131	Adjusted AIC penalty = 1.4214
2132	Adjusted AIC penalty = 1.4214
2133	Adjusted AIC penalty = 1.4214
2134	Adjusted AIC penalty = 1.4214
2135	Adjusted AIC penalty = 1.4214
2136	Adjusted AIC penalty = 1.4214
2137	Adjusted AIC penalty = 1.4214
2138	Adjusted AIC penalty = 1.4214
2139	Adjusted AIC penalty = 1.4214
2140	Adjusted AIC penalty = 1.4214
2141	Adjusted AIC penalty = 1.4214
2142	Adjusted AIC penalty = 1.4214
2143	Adjusted AIC penalty = 1.4214
2144	Adjusted AIC penalty = 1.4214
2145	Adjusted AIC penalty = 1.4214
2146	Adjusted AIC penalty = 1.4214
2147	Adjusted AIC penalty = 1.4214
2148	Adjusted AIC penalty = 1.4214
2149	Adjusted AIC penalty = 1.4214
2150	Adjusted AIC penalty = 1.4214
2151	Adjusted AIC penalty = 1.4214
2152	Adjusted AIC penalty = 1.4214
2153	Adjusted AIC penalty = 1.4214
2154	Adjusted AIC penalty = 1.4214
2155	Adjusted AIC penalty = 1.4214
2156	Adjusted AIC penalty = 1.4214
2157	Adjusted AIC penalty = 1.4214
2158	Adjusted AIC penalty = 1.4214
2159	Adjusted AIC penalty = 1.4214
2160	Adjusted AIC penalty = 1.4214
2161	Adjusted AIC penalty = 1.4214
2162	Adjusted AIC penalty = 1.4214
2163	Adjusted AIC penalty = 1.4214
2164	Adjusted AIC penalty = 1.4214
2165	Adjusted AIC penalty = 1.4214
2166	Adjusted AIC penalty = 1.4214
2167	Adjusted AIC penalty = 1.4214
2168	Adjusted AIC penalty = 1.4214
2169	Adjusted AIC penalty = 1.4214
2170	Adjusted AIC penalty = 1.4214
2171	Adjusted AIC penalty = 1.4214
2172	Adjusted AIC penalty = 1.4214
2173	Adjusted AIC penalty = 1.4214
2174	Adjusted AIC penalty = 1.4214
2175	Adjusted AIC penalty = 1.4214
2176	Adjusted AIC penalty = 1.4214
2177	Adjusted AIC penalty = 1.4214
2178	Adjusted AIC penalty = 1.4214
2179	Adjusted AIC penalty = 1.4214
2180	Adjusted AIC penalty = 1.4214
2181	Adjusted AIC penalty = 1.4214
2182	Adjusted AIC penalty = 1.4214
2183	Adjusted AIC penalty = 1.4214
2184	Adjusted AIC penalty = 1.4214
2185	Adjusted AIC penalty = 1.4214
2186	Adjusted AIC penalty = 1.4214
2187	Adjusted AIC penalty = 1.4214
2188	Adjusted AIC penalty = 1.4214
2189	Adjusted AIC penalty = 1.4214
2190	Adjusted AIC penalty = 1.4214
2191	Adjusted AIC penalty = 1.4214
2192	Adjusted AIC penalty = 1.4214
2193	Adjusted AIC penalty = 1.4214
2194	Adjusted AIC penalty = 1.4214
2195	Adjusted AIC penalty = 1.4214
2196	Adjusted AIC penalty = 1.4214
2197	Adjusted AIC penalty = 1.4214
2198	Adjusted AIC penalty = 1.4214
2199	Adjusted AIC penalty = 1.4214
2200	Adjusted AIC penalty = 1.4214
2201	Adjusted AIC penalty = 1.4214
2202	Adjusted AIC penalty = 1.4214
2203	Adjusted AIC penalty = 1.4214
2204	Adjusted AIC penalty = 1.4214
2205	Adjusted AIC penalty = 1.4214
2206	Adjusted AIC penalty = 1.4214
2207	Adjusted AIC penalty = 1.4214
2208	Adjusted AIC penalty = 1.4214
2209	Adjusted AIC penalty = 1.4214
2210	Adjusted AIC penalty = 1.4214
2211	Adjusted AIC penalty = 1.4214
2212	Adjusted AIC penalty = 1.4214
2213	Adjusted AIC penalty = 1.4214
2214	Adjusted AIC penalty = 1.4214
2215	Adjusted AIC penalty = 1.4214
2216	Adjusted AIC penalty = 1.4214
2217	Adjusted AIC penalty = 1.4214
2218	Adjusted AIC penalty = 1.4214
2219	Adjusted AIC penalty = 1.4214
2220	Adjusted AIC penalty = 1.4214
2221	Adjusted AIC penalty = 1.4214
2222	Adjusted AIC penalty = 1.4214
2223	Adjusted AIC penalty = 1.4214
2224	Adjusted AIC penalty = 1.4214
2225	Adjusted AIC penalty = 1.4214
2226	Adjusted AIC penalty = 1.4214
2227	Adjusted AIC penalty = 1.4214
2228	Adjusted AIC penalty = 1.4214
2229	Adjusted AIC penalty = 1.4214
2230	Adjusted AIC penalty = 1.4214
2231	Adjusted AIC penalty = 1.4214
2232	Adjusted AIC penalty = 1.4214
2233	Adjusted AIC penalty = 1.4214
2234	Adjusted AIC penalty = 1.4214
2235	Adjusted AIC penalty = 1.4214
2236	Adjusted AIC penalty = 1.4214
2237	Adjusted AIC penalty = 1.4214
2238	Adjusted AIC penalty = 1.4214
2239	Adjusted AIC penalty = 1.4214
2240	Adjusted AIC penalty = 1.4214
2241	Adjusted AIC penalty = 1.4214
2242	Adjusted AIC penalty = 1.4214
2243	Adjusted AIC penalty = 1.4214
2244	Adjusted AIC penalty = 1.4214
2245	Adjusted AIC penalty = 1.4214
2246	Adjusted AIC penalty = 1.4214
2247	Adjusted AIC penalty = 1.4214
2248	Adjusted AIC penalty = 1.4214
2249	Adjusted AIC penalty = 1.4214
2250	Adjusted AIC penalty = 1.4214
2251	Adjusted AIC penalty = 1.4214
2252	Adjusted AIC penalty = 1.4214
2253	Adjusted AIC penalty = 1.4214
2254	Adjusted AIC penalty = 1.4214
2255	Adjusted AIC penalty = 1.4214
2256	Adjusted AIC penalty = 1.4214
2257	Adjusted AIC penalty = 1.4214
2258	Adjusted AIC penalty = 1.4214
2259	Adjusted AIC penalty = 1.4214
2260	Adjusted AIC penalty = 1.4214
2261	Adjusted AIC penalty = 1.4214
2262	Adjusted AIC penalty = 1.4214
2263	Adjusted AIC penalty = 1.4214
2264	Adjusted AIC penalty = 1.4214
2265	Adjusted AIC penalty = 1.4214
2266	Adjusted AIC penalty = 1.4214
2267	Adjusted AIC penalty = 1.4214
2268	Adjusted AIC penalty = 1.4214
2269	Adjusted AIC penalty = 1.4214
2270	Adjusted AIC penalty = 1.4214
2271	Adjusted AIC penalty = 1.4214
2272	Adjusted AIC penalty = 1.4214
2273	Adjusted AIC penalty = 1.4214
2274	Adjusted AIC penalty = 1.4214
2275	Adjusted AIC penalty = 1.4214
2276	Adjusted AIC penalty = 1.4214
2277	Adjusted AIC penalty = 1.4214
2278	Adjusted AIC penalty = 1.4214
2279	Adjusted AIC penalty = 1.4214
2280	Adjusted AIC penalty = 1.4214
2281	Adjusted AIC penalty = 1.4214
2282	Adjusted AIC penalty = 1.4214
2283	Adjusted AIC penalty = 1.4214
2284	Adjusted AIC penalty = 1.4214
2285	Adjusted AIC penalty = 1.4214
2286	Adjusted AIC penalty = 1.4214
2287	Adjusted AIC penalty = 1.4214
2288	Adjusted AIC penalty = 1.4214
2289	Adjusted AIC penalty = 1.4214
2290	Adjusted AIC penalty = 1.4214
2291	Adjusted AIC penalty = 1.4214
2292	Adjusted AIC penalty = 1.4214
2293	Adjusted AIC penalty = 1.4214
2294	Adjusted AIC penalty = 1.4214
2295	Adjusted AIC penalty = 1.4214
2296	Adjusted AIC penalty = 1.4214
2297	Adjusted AIC penalty = 1.4214
2298	Adjusted AIC penalty = 1.4214
2299	Adjusted AIC penalty = 1.4214
2300	Adjusted AIC penalty = 1.4214
2301	Adjusted AIC penalty = 1.4214
2302	Adjusted AIC penalty = 1.4214
2303	Adjusted AIC penalty = 1.4214
2304	Adjusted AIC penalty = 1.4214
2305	Adjusted AIC penalty = 1.4214
2306	Adjusted AIC penalty = 1.4214
2307	Adjusted AIC penalty = 1.4214
2308	Adjusted AIC penalty = 1.4214
2309	Adjusted AIC penalty = 1.4214
2310	Adjusted AIC penalty = 1.4214
2311	Adjusted AIC penalty = 1.4214
2312	Adjusted AIC penalty = 1.4214
2313	Adjusted AIC penalty = 1.4214
2314	Adjusted AIC penalty = 1.4214
2315	Adjusted AIC penalty = 1.4214
2316	Adjusted AIC penalty = 1.4214
2317	Adjusted AIC penalty = 1.4214
2318	Adjusted AIC penalty = 1.4214
2319	Adjusted AIC penalty = 1.4214
2320	Adjusted AIC penalty = 1.4214
2321	Adjusted AIC penalty = 1.4214
2322	Adjusted AIC penalty = 1.4214
2323	Adjusted AIC penalty = 1.4214
2324	Adjusted AIC penalty = 1.4214
2325	Adjusted AIC penalty = 1.4214
2326	Adjusted AIC penalty = 1.4214
2327	Adjusted AIC penalty = 1.4214
2328	Adjusted AIC penalty = 1.4214
2329	Adjusted AIC penalty = 1.4214
2330	Adjusted AIC penalty = 1.4214
2331	Adjusted AIC penalty = 1.4214
2332	Adjusted AIC penalty = 1.4214
2333	Adjusted AIC penalty = 1.4214
2334	Adjusted AIC penalty = 1.4214
2335	Adjusted AIC penalty = 1.4214
2336	Adjusted AIC penalty = 1.4214
2337	Adjusted AIC penalty = 1.4214
2338	Adjusted AIC penalty = 1.4214
2339	Adjusted AIC penalty = 1.4214
2340	Adjusted AIC penalty = 1.4214
2341	Adjusted AIC penalty = 1.4214
2342	Adjusted AIC penalty = 1.4214
2343	Adjusted AIC penalty = 1.4214
2344	Adjusted AIC penalty = 1.4214
2345	Adjusted AIC penalty = 1.4214
2346	Adjusted AIC penalty = 1.4214
2347	Adjusted AIC penalty = 1.4214
2348	Adjusted AIC penalty = 1.4214
2349	Adjusted AIC penalty = 1.4214
2350	Adjusted AIC penalty = 1.4214
2351	Adjusted AIC penalty = 1.4214
2352	Adjusted AIC penalty = 1.4214
2353	Adjusted AIC penalty = 1.4214
2354	Adjusted AIC penalty = 1.4214
2355	Adjusted AIC penalty = 1.4214
2356	Adjusted AIC penalty = 1.4214
2357	Adjusted AIC penalty = 1.4214
2358	Adjusted AIC penalty = 1.4214
2359	Adjusted AIC penalty = 1.4214
2360	Adjusted AIC penalty = 1.4214
2361	Adjusted AIC penalty = 1.4214
2362	Adjusted AIC penalty = 1.4214
2363	Adjusted AIC penalty = 1.4214
2364	Adjusted AIC penalty = 1.4214
2365	Adjusted AIC penalty = 1.4214
2366	Adjusted AIC penalty = 1.4214
2367	Adjusted AIC penalty = 1.4214
2368	Adjusted AIC penalty = 1.4214
2369	Adjusted AIC penalty = 1.4214
2370	Adjusted AIC penalty = 1.4214
2371	Adjusted AIC penalty = 1.4214
2372	Adjusted AIC penalty = 1.4214
2373	Adjusted AIC penalty = 1.4214
2374	Adjusted AIC penalty = 1.4214
2375	Adjusted AIC penalty = 1.4214
2376	Adjusted AIC penalty = 1.4214
2377	Adjusted AIC penalty = 1.4214
2378	Adjusted AIC penalty = 1.4214
2379	Adjusted AIC penalty = 1.4214
2380	Adjusted AIC penalty = 1.4214
2381	Adjusted AIC penalty = 1.4214
2382	Adjusted AIC penalty = 1.4214
2383	Adjusted AIC penalty = 1.4214
2384	Adjusted AIC penalty = 1.4214
2385	Adjusted AIC penalty = 1.4214
2386	Adjusted AIC penalty = 1.4214
2387	Adjusted AIC penalty = 1.4214
2388	Adjusted AIC penalty = 1.4214
2389	Adjusted AIC penalty = 1.4214
2390	Adjusted AIC penalty = 1.4214
2391	Adjusted AIC penalty = 1.4214
2392	Adjusted AIC penalty = 1.4214
2393	Adjusted AIC penalty = 1.4214
2394	Adjusted AIC penalty = 1.4214
2395	Adjusted AIC penalty = 1.4214
2396	Adjusted AIC penalty = 1.4214
2397	Adjusted AIC penalty = 1.4214
2398	Adjusted AIC penalty = 1.4214
2399	Adjusted AIC penalty = 1.4214
2400	Adjusted AIC penalty = 1.4214
2401	Adjusted AIC penalty = 1.4214
2402	Adjusted AIC penalty = 1.4214
2403	Adjusted AIC penalty = 1.4214
2404	Adjusted AIC penalty = 1.4214
2405	Adjusted AIC penalty = 1.4214
2406	Adjusted AIC penalty = 1.4214
2407	Adjusted AIC penalty = 1.4214
2408	Adjusted AIC penalty = 1.4214
2409	Adjusted AIC penalty = 1.4214
2410	Adjusted AIC penalty = 1.4214
2411	Adjusted AIC penalty = 1.4214
2412	Adjusted AIC penalty = 1.4214
2413	Adjusted AIC penalty = 1.4214
2414	Adjusted AIC penalty = 1.4214
2415	Adjusted AIC penalty = 1.4214
2416	Adjusted AIC penalty = 1.4214
2417	Adjusted AIC penalty = 1.4214
2418	Adjusted AIC penalty = 1.4214
2419	Adjusted AIC penalty = 1.4214
2420	Adjusted AIC penalty = 1.4214
2421	Adjusted AIC penalty = 1.4214
2422	Adjusted AIC penalty = 1.4214
2423	Adjusted AIC penalty = 1.4214
2424	Adjusted AIC penalty = 1.4214
2425	Adjusted AIC penalty = 1.4214
2426	Adjusted AIC penalty = 1.4214
2427	Adjusted AIC penalty = 1.4214
2428	Adjusted AIC penalty = 1.4214
2429	Adjusted AIC penalty = 1.4214
2430	Adjusted AIC penalty = 1.4214
2431	Adjusted AIC penalty = 1.4214
2432	Adjusted AIC penalty = 1.4214
2433	Adjusted AIC penalty = 1.4214
2434	Adjusted AIC penalty = 1.4214
2435	Adjusted AIC penalty = 1.4214
2436	Adjusted AIC penalty = 1.4214
2437	Adjusted AIC penalty = 1.4214
2438	Adjusted AIC penalty = 1.4214
2439	Adjusted AIC penalty = 1.4214
2440	Adjusted AIC penalty = 1.4214
2441	Adjusted AIC penalty = 1.4214
2442	Adjusted AIC penalty = 1.4214
2443	Adjusted AIC penalty = 1.4214
2444	Adjusted AIC penalty = 1.4214
2445	Adjusted AIC penalty = 1.4214
2446	Adjusted AIC penalty = 1.4214
2447	Adjusted AIC penalty = 1.4214
2448	Adjusted AIC penalty = 1.4214
2449	Adjusted AIC penalty = 1.4214
2450	Adjusted AIC penalty = 1.4214
2451	Adjusted AIC penalty = 1.4214
2452	Adjusted AIC penalty = 1.4214
2453	Adjusted AIC penalty = 1.4214
2454	Adjusted AIC penalty = 1.4214
2455	Adjusted AIC penalty = 1.4214
2456	Adjusted AIC penalty = 1.4214
2457	Adjusted AIC penalty = 1.4214
2458	Adjusted AIC penalty = 1.4214
