group	label
3410	Adjusted AIC penalty = 1.4214
3411	Adjusted AIC penalty = 1.4214
3412	Adjusted AIC penalty = 1.4214
3413	Adjusted AIC penalty = 1.4214
3414	Adjusted AIC penalty = 1.4214
3415	Adjusted AIC penalty = 1.4214
3416	Adjusted AIC penalty = 1.4214
3417	Adjusted AIC penalty = 1.4214
3418	Adjusted AIC penalty = 1.4214
3419	Adjusted BIC penalty = 1.5943
3420	Adjusted BIC penalty = 1.4287
3421	Adjusted BIC penalty = 1.3591
3422	Adjusted BIC penalty = 1.3033
3423	Adjusted BIC penalty = 1.3050
3424	Adjusted BIC penalty = 1.3304
3425	Adjusted BIC penalty = 1.6060
3426	Adjusted BIC penalty = 1.4515
3427	Adjusted BIC penalty = 1.3848
3428	Adjusted BIC penalty = 1.3480
3429	Adjusted BIC penalty = 1.3180
3430	Adjusted BIC penalty = 1.3379
3431	Adjusted BIC penalty = 1.5678
3432	Adjusted BIC penalty = 1.4116
3433	Adjusted BIC penalty = 1.3304
3434	Adjusted BIC penalty = 1.2895
3435	Adjusted BIC penalty = 1.2913
3436	Adjusted BIC penalty = 1.3017
3437	Adjusted BIC penalty = 1.6251
3438	Adjusted BIC penalty = 1.5029
3439	Adjusted BIC penalty = 1.4348
3440	Adjusted BIC penalty = 1.4149
3441	Adjusted BIC penalty = 1.3697
3442	Adjusted BIC penalty = 1.3550
3443	Adjusted BIC penalty = 1.6251
3444	Adjusted BIC penalty = 1.5021
3445	Adjusted BIC penalty = 1.4348
3446	Adjusted BIC penalty = 1.4160
3447	Adjusted BIC penalty = 1.3697
3448	Adjusted BIC penalty = 1.3550
3449	Adjusted BIC penalty = 1.6127
3450	Adjusted BIC penalty = 1.4742
3451	Adjusted BIC penalty = 1.4026
3452	Adjusted BIC penalty = 1.3657
3453	Adjusted BIC penalty = 1.3349
3454	Adjusted BIC penalty = 1.3508
3455	Adjusted BIC penalty = 1.5561
3456	Adjusted BIC penalty = 1.3909
3457	Adjusted BIC penalty = 1.3148
3458	Adjusted BIC penalty = 1.2635
3459	Adjusted BIC penalty = 1.2673
3460	Adjusted BIC penalty = 1.3033
3461	Adjusted BIC penalty = 1.6112
3462	Adjusted BIC penalty = 1.4724
3463	Adjusted BIC penalty = 1.3980
3464	Adjusted BIC penalty = 1.3618
3465	Adjusted BIC penalty = 1.3274
3466	Adjusted BIC penalty = 1.3423
3467	Adjusted BIC penalty = 1.6251
3468	Adjusted BIC penalty = 1.5006
3469	Adjusted BIC penalty = 1.4359
3470	Adjusted BIC penalty = 1.4149
3471	Adjusted BIC penalty = 1.3697
3472	Adjusted BIC penalty = 1.3550
3473	Adjusted BIC penalty = 1.6055
3474	Adjusted BIC penalty = 1.4608
3475	Adjusted BIC penalty = 1.3909
3476	Adjusted BIC penalty = 1.3408
3477	Adjusted BIC penalty = 1.3180
3478	Adjusted BIC penalty = 1.3394
3479	Adjusted BIC penalty = 1.6256
3480	Adjusted BIC penalty = 1.5029
3481	Adjusted BIC penalty = 1.4359
3482	Adjusted BIC penalty = 1.4160
3483	Adjusted BIC penalty = 1.3697
3484	Adjusted BIC penalty = 1.3550
3485	Adjusted BIC penalty = 1.6756
3486	Adjusted BIC penalty = 1.5580
3487	Adjusted BIC penalty = 1.5444
3488	Adjusted BIC penalty = 1.4942
3489	Adjusted BIC penalty = 1.4127
3490	Adjusted BIC penalty = 1.4266
3491	Adjusted BIC penalty = 1.4534
3492	Adjusted BIC penalty = 1.3860
3493	Adjusted BIC penalty = 1.3437
3494	Adjusted BIC penalty = 1.3148
3495	Adjusted BIC penalty = 1.3437
3496	Adjusted BIC penalty = 1.6086
3497	Adjusted BIC penalty = 1.4599
3498	Adjusted BIC penalty = 1.3885
3499	Adjusted BIC penalty = 1.3480
3500	Adjusted BIC penalty = 1.3180
3501	Adjusted BIC penalty = 1.3349
3502	Adjusted BIC penalty = 1.6764
3503	Adjusted BIC penalty = 1.5586
3504	Adjusted BIC penalty = 1.5438
3505	Adjusted BIC penalty = 1.4942
3506	Adjusted BIC penalty = 1.4127
3507	Adjusted BIC penalty = 1.4266
3508	Adjusted BIC penalty = 1.5898
3509	Adjusted BIC penalty = 1.4308
3510	Adjusted BIC penalty = 1.3536
3511	Adjusted BIC penalty = 1.3116
3512	Adjusted BIC penalty = 1.2965
3513	Adjusted BIC penalty = 1.3148
3514	Adjusted BIC penalty = 1.5490
3515	Adjusted BIC penalty = 1.3956
3516	Adjusted BIC penalty = 1.2983
3517	Adjusted BIC penalty = 1.2452
3518	Adjusted BIC penalty = 1.2615
3519	Adjusted BIC penalty = 1.2452
3520	Adjusted BIC penalty = 1.6752
3521	Adjusted BIC penalty = 1.5586
3522	Adjusted BIC penalty = 1.5424
3523	Adjusted BIC penalty = 1.4934
3524	Adjusted BIC penalty = 1.4116
3525	Adjusted BIC penalty = 1.4266
3526	Adjusted BIC penalty = 1.6768
3527	Adjusted BIC penalty = 1.5592
3528	Adjusted BIC penalty = 1.5438
3529	Adjusted BIC penalty = 1.4934
3530	Adjusted BIC penalty = 1.4127
3531	Adjusted BIC penalty = 1.4256
3532	Adjusted BIC penalty = 1.6752
3533	Adjusted BIC penalty = 1.5592
3534	Adjusted BIC penalty = 1.5444
3535	Adjusted BIC penalty = 1.4950
3536	Adjusted BIC penalty = 1.4127
3537	Adjusted BIC penalty = 1.4266
3538	Adjusted BIC penalty = 1.5516
3539	Adjusted BIC penalty = 1.3786
3540	Adjusted BIC penalty = 1.3050
3541	Adjusted BIC penalty = 1.2452
3542	Adjusted BIC penalty = 1.2514
3543	Adjusted BIC penalty = 1.2805
3544	Adjusted BIC penalty = 1.6764
3545	Adjusted BIC penalty = 1.5586
3546	Adjusted BIC penalty = 1.5444
3547	Adjusted BIC penalty = 1.4942
3548	Adjusted BIC penalty = 1.4127
3549	Adjusted BIC penalty = 1.4266
3550	Adjusted BIC penalty = 1.6251
3551	Adjusted BIC penalty = 1.5021
3552	Adjusted BIC penalty = 1.4359
3553	Adjusted BIC penalty = 1.4160
3554	Adjusted BIC penalty = 1.3697
3555	Adjusted BIC penalty = 1.3550
3556	Adjusted BIC penalty = 1.5444
3557	Adjusted BIC penalty = 1.4408
3558	Adjusted BIC penalty = 1.3644
3559	Adjusted BIC penalty = 1.3212
3560	Adjusted BIC penalty = 1.3083
3561	Adjusted BIC penalty = 1.5726
3562	Adjusted BIC penalty = 1.4287
3563	Adjusted BIC penalty = 1.3408
3564	Adjusted BIC penalty = 1.2983
3565	Adjusted BIC penalty = 1.2895
3566	Adjusted BIC penalty = 1.3050
3567	Adjusted BIC penalty = 1.6013
3568	Adjusted BIC penalty = 1.4496
3569	Adjusted BIC penalty = 1.3799
3570	Adjusted BIC penalty = 1.3259
3571	Adjusted BIC penalty = 1.3180
3572	Adjusted BIC penalty = 1.3394
3573	Adjusted BIC penalty = 1.5802
3574	Adjusted BIC penalty = 1.3644
3575	Adjusted BIC penalty = 1.3508
3576	Adjusted BIC penalty = 1.3000
3577	Adjusted BIC penalty = 1.2494
3578	Adjusted BIC penalty = 1.3132
3579	Adjusted BIC penalty = 1.5926
3580	Adjusted BIC penalty = 1.4049
3581	Adjusted BIC penalty = 1.3536
3582	Adjusted BIC penalty = 1.2948
3583	Adjusted BIC penalty = 1.2878
3584	Adjusted BIC penalty = 1.3289
3585	Adjusted BIC penalty = 1.5785
3586	Adjusted BIC penalty = 1.4277
3587	Adjusted BIC penalty = 1.3466
3588	Adjusted BIC penalty = 1.3050
3589	Adjusted BIC penalty = 1.2860
3590	Adjusted BIC penalty = 1.2965
3591	Adjusted BIC penalty = 1.6732
3592	Adjusted BIC penalty = 1.5586
3593	Adjusted BIC penalty = 1.5431
3594	Adjusted BIC penalty = 1.4926
3595	Adjusted BIC penalty = 1.4116
3596	Adjusted BIC penalty = 1.4266
3597	Adjusted BIC penalty = 1.6044
3598	Adjusted BIC penalty = 1.4496
3599	Adjusted BIC penalty = 1.3786
3600	Adjusted BIC penalty = 1.3319
3601	Adjusted BIC penalty = 1.3164
3602	Adjusted BIC penalty = 1.3364
3603	Adjusted BIC penalty = 1.6768
3604	Adjusted BIC penalty = 1.5586
3605	Adjusted BIC penalty = 1.5438
3606	Adjusted BIC penalty = 1.4942
3607	Adjusted BIC penalty = 1.4105
3608	Adjusted BIC penalty = 1.4256
3609	Adjusted BIC penalty = 1.6132
3610	Adjusted BIC penalty = 1.4742
3611	Adjusted BIC penalty = 1.4026
3612	Adjusted BIC penalty = 1.3657
3613	Adjusted BIC penalty = 1.3334
3614	Adjusted BIC penalty = 1.3494
3615	Adjusted BIC penalty = 1.6760
3616	Adjusted BIC penalty = 1.5592
3617	Adjusted BIC penalty = 1.5444
3618	Adjusted BIC penalty = 1.4942
3619	Adjusted BIC penalty = 1.4127
3620	Adjusted BIC penalty = 1.4266
3621	Adjusted BIC penalty = 1.6768
3622	Adjusted BIC penalty = 1.5586
3623	Adjusted BIC penalty = 1.5438
3624	Adjusted BIC penalty = 1.4942
3625	Adjusted BIC penalty = 1.4127
3626	Adjusted BIC penalty = 1.4266
3627	Adjusted BIC penalty = 1.6122
3628	Adjusted BIC penalty = 1.4724
3629	Adjusted BIC penalty = 1.4014
3630	Adjusted BIC penalty = 1.3618
3631	Adjusted BIC penalty = 1.3334
3632	Adjusted BIC penalty = 1.3466
3633	Adjusted BIC penalty = 1.5970
3634	Adjusted BIC penalty = 1.4617
3635	Adjusted BIC penalty = 1.3786
3636	Adjusted BIC penalty = 1.3437
3637	Adjusted BIC penalty = 1.3364
3638	Adjusted BIC penalty = 1.5797
3639	Adjusted BIC penalty = 1.4203
3640	Adjusted BIC penalty = 1.3480
3641	Adjusted BIC penalty = 1.2948
3642	Adjusted BIC penalty = 1.2805
3643	Adjusted BIC penalty = 1.2824
3644	Adjusted BIC penalty = 1.6760
3645	Adjusted BIC penalty = 1.5592
3646	Adjusted BIC penalty = 1.5424
3647	Adjusted BIC penalty = 1.4942
3648	Adjusted BIC penalty = 1.4127
3649	Adjusted BIC penalty = 1.4256
3650	Adjusted BIC penalty = 1.6055
3651	Adjusted BIC penalty = 1.4486
3652	Adjusted BIC penalty = 1.3811
3653	Adjusted BIC penalty = 1.3228
3654	Adjusted BIC penalty = 1.3083
3655	Adjusted BIC penalty = 1.3349
3656	Adjusted BIC penalty = 1.5573
3657	Adjusted BIC penalty = 1.3671
3658	Adjusted BIC penalty = 1.3083
3659	Adjusted BIC penalty = 1.2575
3660	Adjusted BIC penalty = 1.2255
3661	Adjusted BIC penalty = 1.2860
3662	Adjusted BIC penalty = 1.6086
3663	Adjusted BIC penalty = 1.4626
3664	Adjusted BIC penalty = 1.3909
3665	Adjusted BIC penalty = 1.3522
3666	Adjusted BIC penalty = 1.3259
3667	Adjusted BIC penalty = 1.3423
3668	Adjusted BIC penalty = 1.6081
3669	Adjusted BIC penalty = 1.4662
3670	Adjusted BIC penalty = 1.3933
3671	Adjusted BIC penalty = 1.3536
3672	Adjusted BIC penalty = 1.3243
3673	Adjusted BIC penalty = 1.3379
3674	Adjusted BIC penalty = 1.6748
3675	Adjusted BIC penalty = 1.5592
3676	Adjusted BIC penalty = 1.5444
3677	Adjusted BIC penalty = 1.4942
3678	Adjusted BIC penalty = 1.4127
3679	Adjusted BIC penalty = 1.4266
3680	Adjusted BIC penalty = 1.4827
3681	Adjusted BIC penalty = 1.3536
3682	Adjusted BIC penalty = 1.2654
3683	Adjusted BIC penalty = 1.2139
3684	Adjusted BIC penalty = 1.1916
3685	Adjusted BIC penalty = 1.1556
3686	Adjusted BIC penalty = 1.5991
3687	Adjusted BIC penalty = 1.4486
3688	Adjusted BIC penalty = 1.3684
3689	Adjusted BIC penalty = 1.3304
3690	Adjusted BIC penalty = 1.3116
3691	Adjusted BIC penalty = 1.3243
3692	Adjusted BIC penalty = 1.5948
3693	Adjusted BIC penalty = 1.4359
3694	Adjusted BIC penalty = 1.3631
3695	Adjusted BIC penalty = 1.2878
3696	Adjusted BIC penalty = 1.2878
3697	Adjusted BIC penalty = 1.3212
3698	Adjusted BIC penalty = 1.6756
3699	Adjusted BIC penalty = 1.5586
3700	Adjusted BIC penalty = 1.5444
3701	Adjusted BIC penalty = 1.4934
3702	Adjusted BIC penalty = 1.4127
3703	Adjusted BIC penalty = 1.4266
3704	Adjusted BIC penalty = 1.5848
3705	Adjusted BIC penalty = 1.4256
3706	Adjusted BIC penalty = 1.3550
3707	Adjusted BIC penalty = 1.3132
3708	Adjusted BIC penalty = 1.2878
3709	Adjusted BIC penalty = 1.3148
3710	Adjusted BIC penalty = 1.6756
3711	Adjusted BIC penalty = 1.5592
3712	Adjusted BIC penalty = 1.5438
3713	Adjusted BIC penalty = 1.4950
3714	Adjusted BIC penalty = 1.4127
3715	Adjusted BIC penalty = 1.4266
3716	Adjusted BIC penalty = 1.6760
3717	Adjusted BIC penalty = 1.5586
3718	Adjusted BIC penalty = 1.5438
3719	Adjusted BIC penalty = 1.4942
3720	Adjusted BIC penalty = 1.4116
3721	Adjusted BIC penalty = 1.4266
3722	Adjusted BIC penalty = 1.6122
3723	Adjusted BIC penalty = 1.4733
3724	Adjusted BIC penalty = 1.4003
3725	Adjusted BIC penalty = 1.3644
3726	Adjusted BIC penalty = 1.3334
3727	Adjusted BIC penalty = 1.3494
3728	Adjusted BIC penalty = 1.6744
3729	Adjusted BIC penalty = 1.5586
3730	Adjusted BIC penalty = 1.5438
3731	Adjusted BIC penalty = 1.4942
3732	Adjusted BIC penalty = 1.4127
3733	Adjusted BIC penalty = 1.4266
3734	Adjusted BIC penalty = 1.6764
3735	Adjusted BIC penalty = 1.5586
3736	Adjusted BIC penalty = 1.5424
3737	Adjusted BIC penalty = 1.4942
3738	Adjusted BIC penalty = 1.4127
3739	Adjusted BIC penalty = 1.4266
3740	Adjusted BIC penalty = 1.6740
3741	Adjusted BIC penalty = 1.5586
3742	Adjusted BIC penalty = 1.5438
3743	Adjusted BIC penalty = 1.4918
3744	Adjusted BIC penalty = 1.4116
3745	Adjusted BIC penalty = 1.4266
3746	Adjusted BIC penalty = 1.6127
3747	Adjusted BIC penalty = 1.4742
3748	Adjusted BIC penalty = 1.4003
3749	Adjusted BIC penalty = 1.3618
3750	Adjusted BIC penalty = 1.3334
3751	Adjusted BIC penalty = 1.5702
3752	Adjusted BIC penalty = 1.4235
3753	Adjusted BIC penalty = 1.3466
3754	Adjusted BIC penalty = 1.3017
3755	Adjusted BIC penalty = 1.2824
3756	Adjusted BIC penalty = 1.3050
3757	Adjusted BIC penalty = 1.5750
3758	Adjusted BIC penalty = 1.4308
3759	Adjusted BIC penalty = 1.3536
3760	Adjusted BIC penalty = 1.3116
3761	Adjusted BIC penalty = 1.2948
3762	Adjusted BIC penalty = 1.3067
3763	Adjusted BIC penalty = 1.6251
3764	Adjusted BIC penalty = 1.5021
3765	Adjusted BIC penalty = 1.4359
3766	Adjusted BIC penalty = 1.4160
3767	Adjusted BIC penalty = 1.3697
3768	Adjusted BIC penalty = 1.3550
3769	Adjusted BIC penalty = 1.6740
3770	Adjusted BIC penalty = 1.5586
3771	Adjusted BIC penalty = 1.5438
3772	Adjusted BIC penalty = 1.4950
3773	Adjusted BIC penalty = 1.4127
3774	Adjusted BIC penalty = 1.4266
3775	Adjusted BIC penalty = 1.6246
3776	Adjusted BIC penalty = 1.5021
3777	Adjusted BIC penalty = 1.4359
3778	Adjusted BIC penalty = 1.4160
3779	Adjusted BIC penalty = 1.3697
3780	Adjusted BIC penalty = 1.3550
3781	Adjusted BIC penalty = 1.5779
3782	Adjusted BIC penalty = 1.4171
3783	Adjusted BIC penalty = 1.3437
3784	Adjusted BIC penalty = 1.2787
3785	Adjusted BIC penalty = 1.2805
3786	Adjusted BIC penalty = 1.2931
3787	Adjusted BIC penalty = 1.5898
3788	Adjusted BIC penalty = 1.4318
3789	Adjusted BIC penalty = 1.3536
3790	Adjusted BIC penalty = 1.3148
3791	Adjusted BIC penalty = 1.2931
3792	Adjusted BIC penalty = 1.3132
3793	Adjusted BIC penalty = 1.5921
3794	Adjusted BIC penalty = 1.4552
3795	Adjusted BIC penalty = 1.3710
3796	Adjusted BIC penalty = 1.3334
3797	Adjusted BIC penalty = 1.3033
3798	Adjusted BIC penalty = 1.3243
3799	Adjusted BIC penalty = 1.6132
3800	Adjusted BIC penalty = 1.4742
3801	Adjusted BIC penalty = 1.4003
3802	Adjusted BIC penalty = 1.3657
3803	Adjusted BIC penalty = 1.3334
3804	Adjusted BIC penalty = 1.3522
3805	Adjusted BIC penalty = 1.6122
3806	Adjusted BIC penalty = 1.4698
3807	Adjusted BIC penalty = 1.4003
3808	Adjusted BIC penalty = 1.3631
3809	Adjusted BIC penalty = 1.3349
3810	Adjusted BIC penalty = 1.3508
3811	Adjusted BIC penalty = 1.6251
3812	Adjusted BIC penalty = 1.5021
3813	Adjusted BIC penalty = 1.4359
3814	Adjusted BIC penalty = 1.4160
3815	Adjusted BIC penalty = 1.3697
3816	Adjusted BIC penalty = 1.3550
3817	Adjusted BIC penalty = 1.6764
3818	Adjusted BIC penalty = 1.5592
3819	Adjusted BIC penalty = 1.5444
3820	Adjusted BIC penalty = 1.4950
3821	Adjusted BIC penalty = 1.4127
3822	Adjusted BIC penalty = 1.4266
3823	Adjusted BIC penalty = 1.5980
3824	Adjusted BIC penalty = 1.4399
3825	Adjusted BIC penalty = 1.3563
3826	Adjusted BIC penalty = 1.3132
3827	Adjusted BIC penalty = 1.3000
3828	Adjusted BIC penalty = 1.3148
3829	Adjusted BIC penalty = 1.5738
3830	Adjusted BIC penalty = 1.4318
3831	Adjusted BIC penalty = 1.3550
3832	Adjusted BIC penalty = 1.3132
3833	Adjusted BIC penalty = 1.2931
3834	Adjusted BIC penalty = 1.3033
3835	Adjusted BIC penalty = 1.6251
3836	Adjusted BIC penalty = 1.5021
3837	Adjusted BIC penalty = 1.4348
3838	Adjusted BIC penalty = 1.4160
3839	Adjusted BIC penalty = 1.3697
3840	Adjusted BIC penalty = 1.3550
3841	Adjusted BIC penalty = 1.6491
3842	Adjusted BIC penalty = 1.5451
3843	Adjusted BIC penalty = 1.5194
3844	Adjusted BIC penalty = 1.4819
3845	Adjusted BIC penalty = 1.4060
3846	Adjusted BIC penalty = 1.4105
3847	Adjusted BIC penalty = 1.5702
3848	Adjusted BIC penalty = 1.4026
3849	Adjusted BIC penalty = 1.3274
3850	Adjusted BIC penalty = 1.2965
3851	Adjusted BIC penalty = 1.2575
3852	Adjusted BIC penalty = 1.2895
3853	Adjusted BIC penalty = 1.5708
3854	Adjusted BIC penalty = 1.4181
3855	Adjusted BIC penalty = 1.3334
3856	Adjusted BIC penalty = 1.2878
3857	Adjusted BIC penalty = 1.2768
3858	Adjusted BIC penalty = 1.2824
3859	Adjusted BIC penalty = 1.5854
3860	Adjusted BIC penalty = 1.4348
3861	Adjusted BIC penalty = 1.3522
3862	Adjusted BIC penalty = 1.3289
3863	Adjusted BIC penalty = 1.2895
3864	Adjusted BIC penalty = 1.3100
3865	Adjusted BIC penalty = 1.3657
3866	Adjusted BIC penalty = 1.3274
3867	Adjusted BIC penalty = 1.2787
3868	Adjusted BIC penalty = 1.2409
3869	Adjusted BIC penalty = 1.2615
3870	Adjusted BIC penalty = 1.6764
3871	Adjusted BIC penalty = 1.5592
3872	Adjusted BIC penalty = 1.5431
3873	Adjusted BIC penalty = 1.4942
3874	Adjusted BIC penalty = 1.4127
3875	Adjusted BIC penalty = 1.4256
3876	Adjusted BIC penalty = 1.5915
3877	Adjusted BIC penalty = 1.4562
3878	Adjusted BIC penalty = 1.3761
3879	Adjusted BIC penalty = 1.3394
3880	Adjusted BIC penalty = 1.3067
3881	Adjusted BIC penalty = 1.3274
3882	Adjusted BIC penalty = 1.6086
3883	Adjusted BIC penalty = 1.4698
3884	Adjusted BIC penalty = 1.3968
3885	Adjusted BIC penalty = 1.3536
3886	Adjusted BIC penalty = 1.3228
3887	Adjusted BIC penalty = 1.3394
3888	Adjusted BIC penalty = 1.5854
3889	Adjusted BIC penalty = 1.4266
3890	Adjusted BIC penalty = 1.3480
3891	Adjusted BIC penalty = 1.2983
3892	Adjusted BIC penalty = 1.2931
3893	Adjusted BIC penalty = 1.3100
3894	Adjusted BIC penalty = 1.5720
3895	Adjusted BIC penalty = 1.3710
3896	Adjusted BIC penalty = 1.3423
3897	Adjusted BIC penalty = 1.2931
3898	Adjusted BIC penalty = 1.2473
3899	Adjusted BIC penalty = 1.3083
3900	Adjusted BIC penalty = 1.6760
3901	Adjusted BIC penalty = 1.5586
3902	Adjusted BIC penalty = 1.5438
3903	Adjusted BIC penalty = 1.4942
3904	Adjusted BIC penalty = 1.4116
3905	Adjusted BIC penalty = 1.4266
3906	Adjusted BIC penalty = 1.5865
3907	Adjusted BIC penalty = 1.4277
3908	Adjusted BIC penalty = 1.3480
3909	Adjusted BIC penalty = 1.3033
3910	Adjusted BIC penalty = 1.2878
3911	Adjusted BIC penalty = 1.3033
3912	Adjusted BIC penalty = 1.6002
3913	Adjusted BIC penalty = 1.4496
3914	Adjusted BIC penalty = 1.3811
3915	Adjusted BIC penalty = 1.3349
3916	Adjusted BIC penalty = 1.3116
3917	Adjusted BIC penalty = 1.3394
3918	Adjusted BIC penalty = 1.5484
3919	Adjusted BIC penalty = 1.4399
3920	Adjusted BIC penalty = 1.3684
3921	Adjusted BIC penalty = 1.3243
3922	Adjusted BIC penalty = 1.3196
3923	Adjusted BIC penalty = 1.3364
3924	Adjusted BIC penalty = 1.4819
3925	Adjusted BIC penalty = 1.3289
3926	Adjusted BIC penalty = 1.2931
3927	Adjusted BIC penalty = 1.2366
3928	Adjusted BIC penalty = 1.2163
3929	Adjusted BIC penalty = 1.2344
3930	Adjusted BIC penalty = 1.5820
3931	Adjusted BIC penalty = 1.3710
3932	Adjusted BIC penalty = 1.3522
3933	Adjusted BIC penalty = 1.2983
3934	Adjusted BIC penalty = 1.2494
3935	Adjusted BIC penalty = 1.3100
3936	Adjusted BIC penalty = 1.6182
3937	Adjusted BIC penalty = 1.4910
3938	Adjusted BIC penalty = 1.4245
3939	Adjusted BIC penalty = 1.4049
3940	Adjusted BIC penalty = 1.3604
3941	Adjusted BIC penalty = 1.3480
3942	Adjusted BIC penalty = 1.6241
3943	Adjusted BIC penalty = 1.5029
3944	Adjusted BIC penalty = 1.4338
3945	Adjusted BIC penalty = 1.4149
3946	Adjusted BIC penalty = 1.3697
3947	Adjusted BIC penalty = 1.3536
3948	Adjusted BIC penalty = 1.6251
3949	Adjusted BIC penalty = 1.5029
3950	Adjusted BIC penalty = 1.4359
3951	Adjusted BIC penalty = 1.4160
3952	Adjusted BIC penalty = 1.3697
3953	Adjusted BIC penalty = 1.3550
3954	Adjusted BIC penalty = 1.5953
3955	Adjusted BIC penalty = 1.4389
3956	Adjusted BIC penalty = 1.3684
3957	Adjusted BIC penalty = 1.3132
3958	Adjusted BIC penalty = 1.3000
3959	Adjusted BIC penalty = 1.3212
3960	Adjusted BIC penalty = 1.6764
3961	Adjusted BIC penalty = 1.5592
3962	Adjusted BIC penalty = 1.5444
3963	Adjusted BIC penalty = 1.4942
3964	Adjusted BIC penalty = 1.4127
3965	Adjusted BIC penalty = 1.4266
3966	Adjusted BIC penalty = 1.6744
3967	Adjusted BIC penalty = 1.5586
3968	Adjusted BIC penalty = 1.5431
3969	Adjusted BIC penalty = 1.4926
3970	Adjusted BIC penalty = 1.4116
3971	Adjusted BIC penalty = 1.4256
3972	Adjusted BIC penalty = 1.5738
3973	Adjusted BIC penalty = 1.4277
3974	Adjusted BIC penalty = 1.3522
3975	Adjusted BIC penalty = 1.3050
3976	Adjusted BIC penalty = 1.2913
3977	Adjusted BIC penalty = 1.3033
3978	Adjusted BIC penalty = 1.6756
3979	Adjusted BIC penalty = 1.5592
3980	Adjusted BIC penalty = 1.5438
3981	Adjusted BIC penalty = 1.4926
3982	Adjusted BIC penalty = 1.4127
3983	Adjusted BIC penalty = 1.4266
3984	Adjusted BIC penalty = 1.6075
3985	Adjusted BIC penalty = 1.4662
3986	Adjusted BIC penalty = 1.3921
3987	Adjusted BIC penalty = 1.3289
3988	Adjusted BIC penalty = 1.3243
3989	Adjusted BIC penalty = 1.3364
3990	Adjusted BIC penalty = 1.6117
3991	Adjusted BIC penalty = 1.4724
3992	Adjusted BIC penalty = 1.3968
3993	Adjusted BIC penalty = 1.3591
3994	Adjusted BIC penalty = 1.3274
3995	Adjusted BIC penalty = 1.3451
3996	Adjusted BIC penalty = 1.6112
3997	Adjusted BIC penalty = 1.4707
3998	Adjusted BIC penalty = 1.4026
3999	Adjusted BIC penalty = 1.3604
4000	Adjusted BIC penalty = 1.3304
4001	Adjusted BIC penalty = 1.3437
4002	Adjusted BIC penalty = 1.5975
4003	Adjusted BIC penalty = 1.4224
4004	Adjusted BIC penalty = 1.3697
4005	Adjusted BIC penalty = 1.2983
4006	Adjusted BIC penalty = 1.2965
4007	Adjusted BIC penalty = 1.3259
4008	Adjusted BIC penalty = 1.5964
4009	Adjusted BIC penalty = 1.4477
4010	Adjusted BIC penalty = 1.3684
4011	Adjusted BIC penalty = 1.3050
4012	Adjusted BIC penalty = 1.3050
4013	Adjusted BIC penalty = 1.3274
4014	Adjusted BIC penalty = 1.6251
4015	Adjusted BIC penalty = 1.5021
4016	Adjusted BIC penalty = 1.4359
4017	Adjusted BIC penalty = 1.4160
4018	Adjusted BIC penalty = 1.3697
4019	Adjusted BIC penalty = 1.3550
4020	Adjusted BIC penalty = 1.6256
4021	Adjusted BIC penalty = 1.5029
4022	Adjusted BIC penalty = 1.4359
4023	Adjusted BIC penalty = 1.4160
4024	Adjusted BIC penalty = 1.3697
4025	Adjusted BIC penalty = 1.3550
4026	Adjusted BIC penalty = 1.5484
4027	Adjusted BIC penalty = 1.3604
4028	Adjusted BIC penalty = 1.3000
4029	Adjusted BIC penalty = 1.2091
4030	Adjusted BIC penalty = 1.2409
4031	Adjusted BIC penalty = 1.2842
4032	Adjusted BIC penalty = 1.5567
4033	Adjusted BIC penalty = 1.3897
4034	Adjusted BIC penalty = 1.3394
4035	Adjusted BIC penalty = 1.2913
4036	Adjusted BIC penalty = 1.2824
4037	Adjusted BIC penalty = 1.3033
4038	Adjusted BIC penalty = 1.6768
4039	Adjusted BIC penalty = 1.5592
4040	Adjusted BIC penalty = 1.5444
4041	Adjusted BIC penalty = 1.4942
4042	Adjusted BIC penalty = 1.4127
4043	Adjusted BIC penalty = 1.4266
4044	Adjusted BIC penalty = 1.5738
4045	Adjusted BIC penalty = 1.4287
4046	Adjusted BIC penalty = 1.3522
4047	Adjusted BIC penalty = 1.3100
4048	Adjusted BIC penalty = 1.2948
4049	Adjusted BIC penalty = 1.3067
4050	Adjusted BIC penalty = 1.6756
4051	Adjusted BIC penalty = 1.5592
4052	Adjusted BIC penalty = 1.5418
4053	Adjusted BIC penalty = 1.4926
4054	Adjusted BIC penalty = 1.4116
4055	Adjusted BIC penalty = 1.4256
4056	Adjusted BIC penalty = 1.6256
4057	Adjusted BIC penalty = 1.5029
4058	Adjusted BIC penalty = 1.4328
4059	Adjusted BIC penalty = 1.4149
4060	Adjusted BIC penalty = 1.3697
4061	Adjusted BIC penalty = 1.3550
4062	Adjusted BIC penalty = 1.4844
4063	Adjusted BIC penalty = 1.3408
4064	Adjusted BIC penalty = 1.2388
4065	Adjusted BIC penalty = 1.1811
4066	Adjusted BIC penalty = 1.1993
4067	Adjusted BIC penalty = 1.1890
4068	Adjusted BIC penalty = 1.6251
4069	Adjusted BIC penalty = 1.5029
4070	Adjusted BIC penalty = 1.4359
4071	Adjusted BIC penalty = 1.4160
4072	Adjusted BIC penalty = 1.3697
4073	Adjusted BIC penalty = 1.3550
4074	Adjusted BIC penalty = 1.5343
4075	Adjusted BIC penalty = 1.3536
